Domain	GOA file	TaxID	Proteome file	Scientific Name
Bacteria	2833713.B_bacterium_UKL13-2.goa	1690485	UP000075227_1690485.fasta	Betaproteobacteria bacterium UKL13-2
Bacteria	283390.M_paludis_DSM_18603.goa	714943	UP000002774_714943.fasta	Mucilaginibacter paludis DSM 18603
Bacteria	283416.P_sp_MED152_1.goa	313598	UP000006470_313598.fasta	Polaribacter sp. MED152
Bacteria	283444.M_tundripaludum_SV96.goa	697282	UP000004664_697282.fasta	Methylobacter tundripaludum (strain ATCC BAA-1195 / DSM 17260 / SV96)
Eukaryota	283446.B_bassiana_ARSEF_2860.goa	655819	UP000002762_655819.fasta	Beauveria bassiana (strain ARSEF 2860)
Bacteria	283458.S_inopinata_F0304.goa	641146	UP000005777_641146.fasta	Scardovia inopinata F0304
Bacteria	283460.D_postgatei_2ac9.goa	879212	UP000005778_879212.fasta	Desulfobacter postgatei 2ac9
Bacteria	283480.C_abyssi_DSM_13497.goa	880073	UP000004671_880073.fasta	Caldithrix abyssi DSM 13497
Bacteria	283495.B_bacterium_JOSHI_001.goa	864051	UP000004674_864051.fasta	Burkholderiales bacterium JOSHI_001
Bacteria	283513.M_thiooxydans_DMS010.goa	637616	UP000004679_637616.fasta	Methylophaga thiooxydans DMS010
Bacteria	283515.J_anthropi_DSM_22815.goa	885272	UP000003806_885272.fasta	Jonquetella anthropi DSM 22815
Bacteria	283523.S_sp_PCC_7335_1.goa	91464	UP000005766_91464.fasta	Synechococcus sp. (strain ATCC 29403 / PCC 7335)
Bacteria	283533.B_oral_taxon_274_str_F0058.goa	575590	UP000004685_575590.fasta	Bacteroidetes oral taxon 274 str. F0058
Bacteria	283545.O_arcticus_238.goa	391616	UP000004688_391616.fasta	Octadecabacter arcticus 238
Bacteria	283555.J_marina_DSM_19592.goa	926559	UP000004690_926559.fasta	Joostella marina DSM 19592
Bacteria	283561.g_proteobacterium_HTCC5015_1.goa	391615	UP000004692_391615.fasta	gamma proteobacterium HTCC5015
Bacteria	283587.g_proteobacterium_NOR51-B_1.goa	565045	UP000004699_565045.fasta	Luminiphilus syltensis NOR5-1B
Bacteria	283591.T_sp_R2A62_1.goa	633131	UP000004701_633131.fasta	Thalassobium sp. R2A62
Bacteria	283615.P_sp_oral_taxon_386_str_F0131.goa	575609	UP000004712_575609.fasta	Peptoniphilus sp. oral taxon 386 str. F0131
Bacteria	283633.S_marina_XMU15.goa	882083	UP000004926_882083.fasta	Saccharomonospora marina XMU15
Bacteria	283657.L_illini_DSM_21528.goa	929563	UP000005737_929563.fasta	Leptonema illini DSM 21528
Bacteria	283671.B_alba_B18LD.goa	395493	UP000005744_395493.fasta	Beggiatoa alba B18LD
Archaea	283675.M_limicola_DSM_2279.goa	937775	UP000005741_937775.fasta	Methanoplanus limicola DSM 2279
Bacteria	283687.O_formigenes_OXCC13_1.goa	556269	UP000005089_556269.fasta	Oxalobacter formigenes OXCC13
Bacteria	283691.M_album_BG8.goa	686340	UP000005090_686340.fasta	Methylomicrobium album BG8
Bacteria	283709.R_sp_TrichSKD4_1.goa	744980	UP000005735_744980.fasta	Roseibium sp. TrichSKD4
Bacteria	283713.A_paucivorans_DSM_12260.goa	584708	UP000005096_584708.fasta	Aminomonas paucivorans DSM 12260
Bacteria	283723.E_cellulosolvens_6.goa	633697	UP000005753_633697.fasta	[Eubacterium] cellulosolvens 6
Bacteria	283745.D_youngiae_DSM_17734.goa	768710	UP000005104_768710.fasta	Desulfosporosinus youngiae DSM 17734
Bacteria	283751.R_bacterium_HTCC2083_1.goa	314270	UP000005746_314270.fasta	Rhodobacteraceae bacterium HTCC2083
Bacteria	283753.C_sp_DL-VIII.goa	641107	UP000005106_641107.fasta	Clostridium sp. DL-VIII
Bacteria	283791.T_nivea_DSM_5205.goa	870187	UP000005317_870187.fasta	Thiothrix nivea (strain ATCC 35100 / DSM 5205 / JP2)
Bacteria	283793.C_Regiella_insecticola_LSR1.goa	663321	UP000005726_663321.fasta	Candidatus Regiella insecticola LSR1
Bacteria	283817.S_pristinaespiralis_ATCC_25486.goa	457429	UP000002805_457429.fasta	Streptomyces pristinaespiralis (strain ATCC 25486 / DSM 40338 / CBS 914.69 / JCM 4507 / NBRC 13074 / NRRL 2958 / 5647)
Bacteria	283865.R_sp_PH10.goa	1187851	UP000002930_1187851.fasta	Rhodovulum sp. PH10
Bacteria	283889.M_sp_CM50.goa	936375	UP000003142_936375.fasta	Mogibacterium sp. CM50
Eukaryota	283891.E_aedis_USNM_41457.goa	1003232	UP000003163_1003232.fasta	Edhazardia aedis (strain USNM 41457)
Bacteria	283908.P_sp_oral_taxon_279_str_F0450.goa	1125723	UP000004156_1125723.fasta	Porphyromonas sp. oral taxon 279 str. F0450
Bacteria	283940.a_proteobacterium_IMCC14465.goa	1220535	UP000004836_1220535.fasta	alpha proteobacterium IMCC14465
Bacteria	283970.E_bacterium_OBRC8.goa	796937	UP000005244_796937.fasta	Peptoanaerobacter stomatis
Viruses	284026.E_phage_IME13.goa	1211280	UP000005261_1211280.fasta	Stenotrophomonas phage IME13
Eukaryota	284093.F_radiculosa.goa	599839	UP000006352_599839.fasta	Fibroporia radiculosa
Bacteria	28414.C_thermocellum_ATCC_27405.goa	203119	UP000002145_203119.fasta	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)
Eukaryota	284179.S_lycopersicum_genome_cv_Heinz_1706.goa	4081	UP000004994_4081.fasta	Solanum lycopersicum
Eukaryota	284192.S_italica_WGS_sequence.goa	4555	UP000004995_4555.fasta	Setaria italica
Bacteria	284255.S_piriformis_YIT_12062.goa	742818	UP000006069_742818.fasta	Slackia piriformis YIT 12062
Bacteria	284263.I_alkaliphilus_LW1.goa	1189612	UP000006073_1189612.fasta	Indibacter alkaliphilus (strain CCUG 57479 / KCTC 22604 / LW1)
Bacteria	284267.A_neuii_BVS029A5.goa	888439	UP000006075_888439.fasta	Winkia neuii BV029A5
Bacteria	284274.T_otitidis_ATCC_51513.goa	883169	UP000006078_883169.fasta	Corynebacterium otitidis ATCC 51513
Viruses	284311.S_phage_JX01.goa	1225806	UP000003749_1225806.fasta	Streptococcus phage JX01
Viruses	284313.S_phage_LYGO9.goa	1225805	UP000003753_1225805.fasta	Streptococcus phage LYGO9
Bacteria	28432.S_sanguinis.goa	388919	UP000002148_388919.fasta	Streptococcus sanguinis (strain SK36)
Eukaryota	284323.K_naganishii_CBS_8797.goa	1071383	UP000006310_1071383.fasta	Kazachstania naganishii (strain ATCC MYA-139 / BCRC 22969 / CBS 8797 / KCTC 17520 / NBRC 10181 / NCYC 3082 / Yp74L-3)
Bacteria	284341.N_alba_ATCC_BAA-2165.goa	1205910	UP000003779_1205910.fasta	Nocardiopsis alba (strain ATCC BAA-2165 / BE74)
Eukaryota	284347.T_orientalis_strain_Shintoku.goa	869250	UP000003786_869250.fasta	Theileria orientalis strain Shintoku
Bacteria	284361.A_turicensis_ACS-279-V-Col4.goa	883077	UP000003994_883077.fasta	Schaalia turicensis ACS-279-V-Col4
Eukaryota	2844931.C_cajan_Pigeon_pea_Cajanus_indicus.goa	3821	UP000075243_3821.fasta	Cajanus cajan
Bacteria	2845088.T_princeps_1_2_3_4.goa	189385	UP000075244_189385.fasta	Tremblaya princeps
Bacteria	284635.F_hominis_CCUG_36813.goa	883111	UP000004465_883111.fasta	Facklamia hominis CCUG 36813
Bacteria	284643.C_lonarensis_LW9.goa	1225176	UP000004478_1225176.fasta	Cecembia lonarensis LW9
Bacteria	284665.F_ignava_CCUG_37419.goa	883112	UP000005147_883112.fasta	Falseniella ignava CCUG 37419
Bacteria	284718.S_wadsworthensis_2_1_59BFAA.goa	742823	UP000005835_742823.fasta	Sutterella wadsworthensis 2_1_59BFAA
Bacteria	284724.B_zoohelcum_ATCC_43767.goa	883096	UP000006085_883096.fasta	Bergeyella zoohelcum ATCC 43767
Bacteria	284815.L_buchneri_CD034.goa	1071400	UP000007332_1071400.fasta	Lentilactobacillus buchneri subsp. silagei CD034
Viruses	284842.S_phage_SSU5.goa	1177632	UP000007345_1177632.fasta	Salmonella phage SSU5
Bacteria	284847.D_toluolica_Tol2.goa	651182	UP000007347_651182.fasta	Desulfobacula toluolica (strain DSM 7467 / Tol2)
Bacteria	285180.O_indicum_P24.goa	1207063	UP000006746_1207063.fasta	Oceanibaculum indicum P24
Eukaryota	285198.M_brunnea_f_sp_multigermtubi_MB_m1.goa	1072389	UP000006753_1072389.fasta	Marssonina brunnea f. sp. multigermtubi (strain MB_m1)
Bacteria	285202.G_xiamenensis_3-C-1.goa	745411	UP000006755_745411.fasta	Gallaecimonas xiamenensis 3-C-1
Eukaryota	285208.T_asahii_var_asahii_CBS_8904.goa	1220162	UP000006757_1220162.fasta	Trichosporon asahii var. asahii (strain CBS 8904)
Bacteria	285218.C_baekdonensis_B30.goa	1208323	UP000006762_1208323.fasta	Celeribacter baekdonensis B30
Bacteria	285222.A_sp_W11-5.goa	391936	UP000006764_391936.fasta	Alcanivorax pacificus W11-5
Bacteria	285224.O_guishaninsula_JLT2003.goa	1231392	UP000006765_1231392.fasta	Oceaniovalibus guishaninsula JLT2003
Viruses	285336.C_phage_phiMMP04.goa	1204535	UP000006091_1204535.fasta	Clostridium phage phiMMP04
Viruses	285339.C_phage_phiMMP02.goa	1204534	UP000006092_1204534.fasta	Clostridium phage phiMMP02
Bacteria	285343.C_acidurici_9a.goa	1128398	UP000006094_1128398.fasta	Gottschalkia acidurici (strain ATCC 7906 / DSM 604 / BCRC 14475 / CIP 104303 / KCTC 5404 / NCIMB 10678 / 9a)
Bacteria	285349.a_proteobacterium_HIMB59.goa	744985	UP000006097_744985.fasta	alpha proteobacterium HIMB59
Bacteria	285639.R_anatipestifer_RA-CH-1.goa	1228997	UP000006276_1228997.fasta	Riemerella anatipestifer RA-CH-1
Bacteria	285811.N_pacificus_pht-3B.goa	391937	UP000006786_391937.fasta	Nitratireductor pacificus pht-3B
Bacteria	285845.N_indicus_C115.goa	1231190	UP000007374_1231190.fasta	Nitratireductor indicus C115
Eukaryota	285864.M_phaseolina_MS6.goa	1126212	UP000007129_1126212.fasta	Macrophomina phaseolina (strain MS6)
Eukaryota	285881.T_cruzi_marinkellei.goa	85056	UP000007350_85056.fasta	Trypanosoma cruzi marinkellei
Bacteria	285909.G_sp_ck-I2-15.goa	555500	UP000007364_555500.fasta	Galbibacter marinus
Bacteria	285973.S_espanaensis_DSM_44229.goa	1179773	UP000006281_1179773.fasta	Saccharothrix espanaensis (strain ATCC 51144 / DSM 44229 / JCM 9112 / NBRC 15066 / NRRL 15764)
Bacteria	285977.C_sp_P1.goa	385025	UP000006282_385025.fasta	Cycloclasticus sp. (strain P1)
Bacteria	285985.A_dieselolei_B5.goa	930169	UP000006286_930169.fasta	Alcanivorax dieselolei (strain DSM 16502 / CGMCC 1.3690 / MCCC 1A00001 / B-5)
Bacteria	286003.A_xylanus_NBRC_15112.goa	698758	UP000006294_698758.fasta	Amphibacillus xylanus (strain ATCC 51415 / DSM 6626 / JCM 7361 / LMG 17667 / NBRC 15112 / Ep01)
Bacteria	286013.L_carnosum_JB16.goa	1229758	UP000006299_1229758.fasta	Leuconostoc carnosum (strain JB16)
Bacteria	286024.N_brasiliensis_ATCC_700358.goa	1133849	UP000006304_1133849.fasta	Nocardia brasiliensis ATCC 700358
Viruses	286574.S_phage_STML-198.goa	1204531	UP000006954_1204531.fasta	Salmonella phage STML-198
Viruses	286578.S_phage_SKML-39.goa	1204528	UP000007005_1204528.fasta	Salmonella phage SKML-39
Archaea	286597.C_Nitrososphaera_gargensis_Ga92.goa	1237085	UP000008037_1237085.fasta	Nitrososphaera gargensis (strain Ga9.2)
Viruses	286599.P_phage_Redjac.goa	1235559	UP000008038_1235559.fasta	Providencia phage Redjac
Viruses	286608.S_phage_SV1.goa	1204525	UP000008040_1204525.fasta	Streptomyces phage SV1
Viruses	286612.S_phage_phiHau3.goa	1204524	UP000008042_1204524.fasta	Streptomyces phage phiHau3
Bacteria	286614.S_davawensis_JCM_4913.goa	1214101	UP000008043_1214101.fasta	Streptomyces davaonensis (strain DSM 101723 / JCM 4913 / KCC S-0913 / 768)
Viruses	28702.A_two-tailed.goa	315953	UP000002150_315953.fasta	Acidianus two-tailed virus
Bacteria	287027.G_rhizosphera_NBRC_16068.goa	1108045	UP000008363_1108045.fasta	Gordonia rhizosphera NBRC 16068
Bacteria	287033.K_limosa_NBRC_100340.goa	1184609	UP000008366_1184609.fasta	Kineosphaera limosa NBRC 100340
Bacteria	287035.A_sp_MX-AZ02.goa	1214225	UP000006217_1214225.fasta	Acidocella sp. MX-AZ02
Bacteria	287039.A_chelonae_NBRC_105200.goa	1184607	UP000008495_1184607.fasta	Austwickia chelonae NBRC 105200
Eukaryota	287047.P_carnosa_HHB-10118-sp.goa	650164	UP000008370_650164.fasta	Phanerochaete carnosa (strain HHB-10118-sp)
Bacteria	28706.A_pleuropneumoniae_5b.goa	416269	UP000001432_416269.fasta	Actinobacillus pleuropneumoniae serotype 5b (strain L20)
Eukaryota	287075.A_bisporus_var_burnettii_JB137-S8.goa	597362	UP000008493_597362.fasta	Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392)
Archaea	28717.S_marinus.goa	399550	UP000000254_399550.fasta	Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1)
Bacteria	28725.P_marinus_MIT_9301.goa	167546	UP000001430_167546.fasta	Prochlorococcus marinus (strain MIT 9301)
Eukaryota	28727.S_stipitis.goa	322104	UP000002258_322104.fasta	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545)
Viruses	28738.H_virus.goa	128710	UP000002259_128710.fasta	His 2 virus
Viruses	288047.C_phage_vB_CsaP_GAP52.goa	1141137	UP000000456_1141137.fasta	Cronobacter phage vB_CsaP_GAP52
Bacteria	288069.S_agarivorans_SA1_=_DSM_21679.goa	1117647	UP000000466_1117647.fasta	Simiduia agarivorans (strain DSM 21679 / JCM 13881 / BCRC 17597 / SA1)
Bacteria	288071.T_phaeum_DSM_12270.goa	1089553	UP000000467_1089553.fasta	Thermacetogenium phaeum (strain ATCC BAA-254 / DSM 26808 / PB)
Viruses	288073.S_phage_phiNJ2.goa	1239381	UP000000479_1239381.fasta	Streptococcus phage phiNJ2
Bacteria	288077.D_sp_CF.goa	1131462	UP000000482_1131462.fasta	Dehalobacter sp. CF
Bacteria	28829.S_loihica.goa	323850	UP000001558_323850.fasta	Shewanella loihica (strain ATCC BAA-1088 / PV-4)
Viruses	28842.T_tenax.goa	292639	UP000006730_292639.fasta	Thermoproteus tenax spherical virus 1
Bacteria	288432.M_hassiacum_DSM_44199.goa	1122247	UP000006265_1122247.fasta	Mycolicibacterium hassiacum (strain DSM 44199 / CIP 105218 / JCM 12690 / 3849)
Viruses	28844.S_islandicus_rod-shaped_virus_1.goa	157898	UP000002270_157898.fasta	Sulfolobus islandicus rod-shaped virus 1
Bacteria	288463.B_azotoformans_LMG_9581.goa	1131731	UP000006315_1131731.fasta	Schinkia azotoformans LMG 9581
Bacteria	288466.B_bataviensis_LMG_21833.goa	1117379	UP000006316_1117379.fasta	Neobacillus bataviensis LMG 21833
Eukaryota	288470.P_cynomolgi_strain_B.goa	1120755	UP000006319_1120755.fasta	Plasmodium cynomolgi (strain B)
Bacteria	28848.P_propionicus.goa	338966	UP000006732_338966.fasta	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)
Bacteria	288487.G_arctica_BSs20135.goa	493475	UP000006327_493475.fasta	Paraglaciecola arctica BSs20135
Bacteria	288501.G_lipolytica_E3.goa	1127673	UP000006334_1127673.fasta	Aliiglaciecola lipolytica E3
Viruses	288582.A_phage_AcaML1.goa	1229761	UP000001216_1229761.fasta	Acidithiobacillus phage AcaML1
Bacteria	288585.P_johnsonii_CL02T12C29.goa	999419	UP000001218_999419.fasta	Parabacteroides johnsonii CL02T12C29
Eukaryota	288985.X_maculatus.goa	8083	UP000002852_8083.fasta	Xiphophorus maculatus
Viruses	289043.S_phage_IME15.goa	1239382	UP000009196_1239382.fasta	Stenotrophomonas phage IME15
Viruses	289054.S_Mexican_rudivirus_1.goa	1245909	UP000009199_1245909.fasta	Sulfolobales Mexican rudivirus 1
Viruses	289084.E_phage_vB_EcoP_ACG-C91.goa	1141139	UP000009213_1141139.fasta	Escherichia phage vB_EcoP_ACG-C91
Bacteria	28933.S_erythraea.goa	405948	UP000006728_405948.fasta	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)
Eukaryota	28935.P_trichocarpa.goa	3694	UP000006729_3694.fasta	Populus trichocarpa
Eukaryota	28937.P_troglodytes.goa	9598	UP000002277_9598.fasta	Pan troglodytes
Bacteria	289391.C_sp_Maddingley_MBC34-26.goa	1196322	UP000001325_1196322.fasta	Clostridium sp. Maddingley MBC34-26
Bacteria	289403.O_cyanobacterium_JSC-12.goa	864702	UP000001332_864702.fasta	Leptolyngbyaceae cyanobacterium JSC-12
Eukaryota	28963.C_parvum.goa	353152	UP000006726_353152.fasta	Cryptosporidium parvum (strain Iowa II)
Eukaryota	28972.O_anatinus.goa	9258	UP000002279_9258.fasta	Ornithorhynchus anatinus
Eukaryota	28992.M_domestica.goa	13616	UP000002280_13616.fasta	Monodelphis domestica
Bacteria	29.M_leprae_TN.goa	272631	UP000000806_272631.fasta	Mycobacterium leprae (strain TN)
Eukaryota	29002.E_caballus.goa	9796	UP000002281_9796.fasta	Equus caballus
Eukaryota	29053.M_mulatta.goa	9544	UP000006718_9544.fasta	Macaca mulatta
Bacteria	29127.D_reducens.goa	349161	UP000001556_349161.fasta	Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1)
Bacteria	291294.C_maltaromaticum_LMA28.goa	1234679	UP000000212_1234679.fasta	Carnobacterium maltaromaticum LMA28
Eukaryota	29130.A_niger.goa	425011	UP000006706_425011.fasta	Aspergillus niger (strain CBS 513.88 / FGSC A1513)
Bacteria	291365.F_limi_BUZ_3.goa	1185876	UP000009309_1185876.fasta	Fibrisoma limi BUZ 3
Bacteria	291372.L_pasteurii_CRBIP_2476.goa	1423790	UP000009311_1423790.fasta	Lactobacillus pasteurii DSM 23907 = CRBIP 24.76
Bacteria	291381.D_hydrothermale_Lam5_=_DSM_18033.goa	1121428	UP000009315_1121428.fasta	Desulforamulus hydrothermalis Lam5 = DSM 18033
Bacteria	291389.R_mesoamericanum_STM3625.goa	1211777	UP000009319_1211777.fasta	Rhizobium mesoamericanum STM3625
Eukaryota	291415.W_ciferrii.goa	1206466	UP000009328_1206466.fasta	Wickerhamomyces ciferrii (strain ATCC 14091 / BCRC 22168 / CBS 111 / JCM 3599 / NBRC 0793 / NRRL Y-1031 F-60-10)
Viruses	291513.V_phage_vB_VpaM_MAR.goa	1229754	UP000009370_1229754.fasta	Vibrio phage vB_VpaM_MAR
Eukaryota	29154.A_clavatus.goa	344612	UP000006701_344612.fasta	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)
Bacteria	291548.L_ferrodiazotrophum.goa	412449	UP000009374_412449.fasta	Leptospirillum ferrodiazotrophum
Archaea	291555.C_Parvarchaeum_acidiphilum_ARMAN-4.goa	662760	UP000009375_662760.fasta	Candidatus Parvarchaeum acidiphilum ARMAN-4
Archaea	291557.C_Parvarchaeum_acidophilus_ARMAN-5.goa	662762	UP000009376_662762.fasta	Candidatus Parvarchaeum acidophilus ARMAN-5
Eukaryota	291559.N_gaditana_CCMP526.goa	1093141	UP000009377_1093141.fasta	Nannochloropsis gaditana (strain CCMP526)
Archaea	291566.C_Nanosalina_sp_J07AB43.goa	889948	UP000009379_889948.fasta	Nanosalina sp. (strain J07AB43)
Eukaryota	29157.N_fischeri.goa	331117	UP000006702_331117.fasta	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181)
Bacteria	291575.R_bacterium_HTCC2255.goa	367336	UP000009381_367336.fasta	Rhodobacterales bacterium HTCC2255
Archaea	291579.C_Nanosalinarum_sp_J07AB56.goa	889962	UP000009382_889962.fasta	Nanosalinarum sp. (strain J07AB56)
Bacteria	291583.u_SUP05_cluster_bacterium.goa	655186	UP000009383_655186.fasta	uncultured SUP05 cluster bacterium
Viruses	291631.H_pleomorphic_virus_1_Italy-2006.goa	634168	UP000009401_634168.fasta	Halorubrum pleomorphic virus 1
Viruses	29198.B_phage_phiE255.goa	2883942	UP000001434_2883942.fasta	Burkholderia phage phiE255
Viruses	29206.L_delbrueckii_bacteriophage_LL-H.goa	12348	UP000001922_12348.fasta	Lactococcus phage LL-H
Eukaryota	29213.P_vulgaris_Negro_Jamapa.goa	3885	UP000000226_3885.fasta	Phaseolus vulgaris
Bacteria	29215.H_arsenicoxydans.goa	204773	UP000006697_204773.fasta	Herminiimonas arsenicoxydans
Viruses	29219.R_solanacearum_phage_RSA1.goa	406340	UP000000227_406340.fasta	Ralstonia virus RSA1
Bacteria	29240.P_stutzeri_A1501.goa	379731	UP000000233_379731.fasta	Pseudomonas stutzeri (strain A1501)
Bacteria	2924454.F_sp_SJP92.goa	1775430	UP000075267_1775430.fasta	Flammeovirga sp. SJP92
Bacteria	29246.S_tropica.goa	369723	UP000000235_369723.fasta	Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / CNB-440)
Bacteria	2926588.B_bacteriovorus_R0.goa	959	UP000075320_959.fasta	Bdellovibrio bacteriovorus
Bacteria	29277.Bradyrhizobium_sp_ORS278.goa	114615	UP000001994_114615.fasta	Bradyrhizobium sp. (strain ORS 278)
Bacteria	2927815.M_laevaniformans.goa	36807	UP000075357_36807.fasta	Microbacterium laevaniformans
Archaea	29283.M_sedula.goa	399549	UP000000242_399549.fasta	Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2)
Bacteria	2928550.C_colicanis_DSM_13634.goa	1121305	UP000075374_1121305.fasta	Clostridium colicanis DSM 13634
Bacteria	29289.A_cryptum.goa	349163	UP000000245_349163.fasta	Acidiphilium cryptum (strain JF-5)
Bacteria	2929040.F_sp_PN-J185.goa	1356306	UP000075387_1356306.fasta	Ferrovum sp. PN-J185
Bacteria	29291.G_uraniireducens.goa	351605	UP000006695_351605.fasta	Geotalea uraniireducens (strain Rf4)
Bacteria	29299.D_nodosus.goa	246195	UP000000248_246195.fasta	Dichelobacter nodosus (strain VCS1703A)
Bacteria	29312.P_thermopropionicum.goa	370438	UP000006556_370438.fasta	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)
Bacteria	2932178.A_cerevisiae_LMG_1625.goa	178900	UP000075473_178900.fasta	Acetobacter cerevisiae
Bacteria	29336.O_tsutsugamushi_Boryong.goa	357244	UP000001565_357244.fasta	Orientia tsutsugamushi (strain Boryong)
Bacteria	29338.Synechococcus_sp_WH7803.goa	32051	UP000001566_32051.fasta	Synechococcus sp. (strain WH7803)
Bacteria	2934317.C_tepidiprofundi_DSM_19306.goa	1121338	UP000075531_1121338.fasta	Clostridium tepidiprofundi DSM 19306
Eukaryota	29351.O_lucimarinus.goa	436017	UP000001568_436017.fasta	Ostreococcus lucimarinus (strain CCE9901)
Bacteria	2936654.R_ehrenbergii.goa	279360	UP000075583_279360.fasta	Roseivirga ehrenbergii (strain DSM 102268 / JCM 13514 / KCTC 12282 / NCIMB 14502 / KMM 6017)
Eukaryota	2937253.A_richmondensis_BFW.goa	766039	UP000075602_766039.fasta	Acidomyces richmondensis BFW
Bacteria	2937422.R_spongicola.goa	333140	UP000075606_333140.fasta	Roseivirga spongicola
Bacteria	2937574.B_monticola.goa	1399968	UP000075613_1399968.fasta	Paraburkholderia monticola
Bacteria	29387.C_botulinum_Sanger.goa	441771	UP000001986_441771.fasta	Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A)
Bacteria	2938744.F_sp_Z-31.goa	416213	UP000075653_416213.fasta	Ferrovum myxofaciens
Bacteria	2939201.B_sporothermodurans.goa	46224	UP000075666_46224.fasta	Heyndrickxia sporothermodurans
Bacteria	2939226.B_sp_NY16-3462-2.goa	1807500	UP000075667_1807500.fasta	Branchiibius sp. NY16-3462-2
Viruses	29395.G_virus.goa	447909	UP000001588_447909.fasta	Geobacillus virus E2
Bacteria	29401.S_wittichii.goa	392499	UP000001989_392499.fasta	Rhizorhabdus wittichii (strain DSM 6014 / CCUG 31198 / JCM 15750 / NBRC 105917 / EY 4224 / RW1)
Eukaryota	2941231.G_pectorale_Green_alga.goa	33097	UP000075714_33097.fasta	Gonium pectorale
Bacteria	29413.L_reuteri_DSM_20016.goa	557436	UP000001991_557436.fasta	Limosilactobacillus reuteri (strain DSM 20016)
Bacteria	2943449.T_gondwanense.goa	520767	UP000075737_520767.fasta	Thermovenabulum gondwanense
Eukaryota	29447.L_elongisporus.goa	379508	UP000001996_379508.fasta	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239)
Eukaryota	29448.M_guilliermondii.goa	294746	UP000001997_294746.fasta	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324)
Bacteria	29453.F_psychrophilum.goa	402612	UP000006394_402612.fasta	Flavobacterium psychrophilum (strain ATCC 49511 / DSM 21280 / CIP 103535 / JIP02/86)
Viruses	29455.M_phage_Min1.goa	446529	UP000001999_446529.fasta	Microbacterium phage Min1
Bacteria	29496.A_metalliredigens.goa	293826	UP000001572_293826.fasta	Alkaliphilus metalliredigens (strain QYMF)
Bacteria	29500.B_vulgatus.goa	435590	UP000002861_435590.fasta	Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154)
Bacteria	29502.P_distasonis.goa	435591	UP000000566_435591.fasta	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)
Eukaryota	2953732.T_zeteki.goa	64791	UP000075809_64791.fasta	Trachymyrmex zeteki
Bacteria	29547.A_succinogenes.goa	339671	UP000001114_339671.fasta	Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / CCUG 43843 / 130Z)
Bacteria	29559.Synechococcus_sp_RCC307.goa	316278	UP000001115_316278.fasta	Synechococcus sp. (strain RCC307)
Bacteria	29561.Janthinobacterium_sp.goa	375286	UP000006388_375286.fasta	Janthinobacterium sp. (strain Marseille)
Bacteria	29563.K_radiotolerans.goa	266940	UP000001116_266940.fasta	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)
Bacteria	29569.Nitratiruptor_sp.goa	387092	UP000001118_387092.fasta	Nitratiruptor sp. (strain SB155-2)
Viruses	29585.S_rotavirus_A-SA11.goa	450149	UP000001119_450149.fasta	Rotavirus A (isolate RVA/Monkey/South Africa/SA11-H96/1958/G3P5B[2])
Viruses	29600.B_virus.goa	2785079	UP000002299_2785079.fasta	Bacillus phage 1
Bacteria	29602.Anaeromyxobacter_sp_Fw109-5.goa	404589	UP000006382_404589.fasta	Anaeromyxobacter sp. (strain Fw109-5)
Bacteria	29606.O_anthropi.goa	439375	UP000002301_439375.fasta	Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 24695 / JCM 21032 / LMG 3331 / NBRC 15819 / NCTC 12168 / Alc 37)
Bacteria	29609.C_curvus.goa	360105	UP000006380_360105.fasta	Campylobacter curvus (strain 525.92)
