UniProt File Name	Taxon ID	Domain	Scientific Name	Common Name (when available)	Synonym (when available)	Organism Code
UP000291259_2509455	2509455	Bacteria	Agromyces protaetiae	N/A	N/A	None
UP000291269_2508949	2508949	Bacteria	Candidatus Borkfalkia ceftriaxoniphila	N/A	N/A	None
UP000291274_2486577	2486577	Bacteria	Rickettsiales endosymbiont of Peranema trichophorum	N/A	N/A	None
UP000291301_1429082	1429082	Bacteria	Oricola cellulosilytica	N/A	N/A	None
UP000291390_1605368	1605368	Bacteria	Bowmanella sp. JS7-9	N/A	N/A	None
UP000291444_2545632	2545632	Bacteria	Rheinheimera sp. D18	N/A	N/A	None
UP000291445_2026724	2026724	Bacteria	Chloroflexi bacterium	N/A	N/A	None
UP000291469_1670831	1670831	Bacteria	Egibacter rhizosphaerae	N/A	N/A	None
UP000291471_2053615	2053615	Bacteria	Spirochaetia bacterium	N/A	N/A	None
UP000291494_2316646	2316646	Bacteria	Streptococcus sp. X16XC17	N/A	N/A	None
UP000291562_2511995	2511995	Bacteria	Pseudolysobacter antarcticus	N/A	N/A	None
UP000291587_2072420	2072420	Bacteria	Bradyrhizobiaceae bacterium	N/A	N/A	None
UP000291591_1397368	1397368	Bacteria	Pseudonocardia sediminis	N/A	N/A	None
UP000291613_2528245	2528245	Bacteria	Hansschlegelia quercus	N/A	N/A	None
UP000291740_2023360	2023360	Bacteria	Rickettsiaceae bacterium	N/A	N/A	None
UP000291758_2509459	2509459	Bacteria	Xylanimonas allomyrinae	N/A	N/A	None
UP000291769_2026763	2026763	Bacteria	Myxococcales bacterium	N/A	N/A	None
UP000291822_522319	522319	Bacteria	Dyella soli	N/A	N/A	None
UP000291856_2509720	2509720	Bacteria	Arthrobacter sp. S39	N/A	N/A	None
UP000291893_1871070	1871070	Bacteria	Oxalobacteraceae bacterium	N/A	N/A	None
UP000291933_433330	433330	Bacteria	Propioniciclava tarda	N/A	N/A	PROTD
UP000291944_2530339	2530339	Bacteria	Tenacibaculum sp. M341	N/A	N/A	None
UP000292003_2510978	2510978	Bacteria	Amycolatopsis suaedae	N/A	N/A	None
UP000292013_2507582	2507582	Bacteria	Rhodococcus sp. ABRD24	N/A	N/A	None
UP000292118_2509457	2509457	Bacteria	Xylanimonas protaetiae	N/A	N/A	None
UP000292120_2528630	2528630	Bacteria	Aquabacterium lacunae	N/A	N/A	None
UP000292155_1871071	1871071	Bacteria	Comamonadaceae bacterium	N/A	N/A	None
UP000292185_2773170	2773170	Bacteria	Cyanobacteria bacterium PMG_012	N/A	N/A	None
UP000292226_1926873	1926873	Bacteria	Xanthomonadaceae bacterium	N/A	N/A	None
UP000292235_2498135	2498135	Bacteria	Streptomonospora litoralis	N/A	N/A	None
UP000292262_323412	323412	Bacteria	Aquimarina brevivitae	N/A	N/A	None
UP000292332_2021368	2021368	Bacteria	Alcaligenaceae bacterium	N/A	N/A	None
UP000292335_2496640	2496640	Bacteria	Roseococcus sp. SYP-B2431	N/A	N/A	None
UP000292346_1124743	1124743	Bacteria	Kribbella soli	N/A	N/A	None
UP000292372_1080224	1080224	Bacteria	Hyunsoonleella pacifica	N/A	N/A	None
UP000292373_1837344	1837344	Bacteria	Brevilactibacter sinopodophylli	N/A	N/A	None
UP000292423_1435465	1435465	Bacteria	Fluviicoccus keumensis	N/A	N/A	None
UP000292424_2545455	2545455	Bacteria	Arachidicoccus sp. B3-10	N/A	N/A	None
UP000292452_1946	1946	Bacteria	Streptomyces kasugaensis	N/A	N/A	STRKA
UP000292505_2026729	2026729	Bacteria	Cytophagaceae bacterium	N/A	N/A	None
UP000292507_138336	138336	Bacteria	Blastococcus saxobsidens	N/A	N/A	None
UP000292529_1913989	1913989	Bacteria	Gammaproteobacteria bacterium	N/A	N/A	None
UP000292547_73044	73044	Bacteria	Streptomyces seoulensis	N/A	N/A	STRSO
UP000292555_2512155	2512155	Bacteria	Streptomyces sp. BK239	N/A	N/A	None
UP000292564_349313	349313	Bacteria	Krasilnikovia cinnamomea	N/A	N/A	None
UP000292639_2211392	2211392	Bacteria	Pseudomonas kirkiae	N/A	N/A	None
UP000292675_2234116	2234116	Bacteria	Marinilabiliaceae bacterium JC017	N/A	N/A	None
UP000292685_370736	370736	Bacteria	Zhihengliuella halotolerans	N/A	N/A	None
UP000292686_592376	592376	Bacteria	Agromyces atrinae	N/A	N/A	None
UP000292781_1549641	1549641	Bacteria	Siculibacillus lacustris	N/A	N/A	None
UP000292783_1978525	1978525	Bacteria	Sphingomonadales bacterium	N/A	N/A	None
UP000292824_1571199	1571199	Bacteria	Bradyrhizobium sp. Leo170	N/A	N/A	None
UP000292830_2044944	2044944	Bacteria	Sphingobacteriales bacterium	N/A	N/A	None
UP000292881_1817495	1817495	Bacteria	Agromyces binzhouensis	N/A	N/A	None
UP000292884_2530452	2530452	Bacteria	Pedobacter frigiditerrae	N/A	N/A	None
UP000292886_2506420	2506420	Bacteria	Periweissella cryptocerci	N/A	N/A	None
UP000292927_1796618	1796618	Bacteria	Cuneatibacter caecimuris	N/A	N/A	None
UP000292958_388466	388466	Bacteria	Edaphobacter modestus	N/A	N/A	None
UP000293036_2529275	2529275	Bacteria	Arcanobacterium bovis	N/A	N/A	None
UP000293071_2545468	2545468	Bacteria	Aeromicrobium sp. IC_218	N/A	N/A	None
UP000293103_2511172	2511172	Bacteria	Sporolactobacillus sp. THM7-7	N/A	N/A	None
UP000293124_2773169	2773169	Bacteria	Cyanobacteria bacterium PMG_004	N/A	N/A	None
UP000293131_2516328	2516328	Bacteria	Methylococcaceae bacterium FWC3	N/A	N/A	None
UP000293142_2527873	2527873	Bacteria	Paenibacillus thalictri	N/A	N/A	None
UP000293145_2510647	2510647	Bacteria	Salipiger sp. IMCC34102	N/A	N/A	None
UP000293149_1869212	1869212	Bacteria	Chitinophagaceae bacterium	N/A	N/A	None
UP000293179_2021391	2021391	Bacteria	Flavobacteriales bacterium	N/A	N/A	None
UP000293275_1245417	1245417	Bacteria	Paraburkholderia strydomiana	N/A	N/A	None
UP000293289_33879	33879	Bacteria	Agromyces ramosus	N/A	N/A	None
UP000293291_252230	252230	Bacteria	Nocardioides ganghwensis	N/A	N/A	None
UP000293339_2054186	2054186	Bacteria	Shewanella sp. OPT22	N/A	N/A	None
UP000293347_2530453	2530453	Bacteria	Pedobacter psychroterrae	N/A	N/A	None
UP000293400_1977087	1977087	Bacteria	Proteobacteria bacterium	N/A	N/A	None
UP000293433_47994	47994	Bacteria	Leptothrix mobilis	N/A	N/A	None
UP000293520_2528244	2528244	Bacteria	Paracoccus subflavus	N/A	N/A	None
UP000293550_1696036	1696036	Bacteria	Candidatus Finniella inopinata	N/A	N/A	None
UP000293567_2026800	2026800	Bacteria	Verrucomicrobiaceae bacterium	N/A	N/A	None
UP000293568_2509456	2509456	Bacteria	Paenibacillus protaetiae	N/A	N/A	None
UP000293583_2516559	2516559	Bacteria	Aquirufa antheringensis	N/A	N/A	None
UP000293638_598652	598652	Bacteria	Motilibacter rhizosphaerae	N/A	N/A	None
UP000293649_2480798	2480798	Bacteria	Alteromonas sp. KUL49	N/A	N/A	None
UP000293662_1510026	1510026	Bacteria	Streptomyces sp. F001	N/A	N/A	None
UP000293664_2510794	2510794	Bacteria	Flavobacteriaceae bacterium 144Ye	N/A	N/A	None
UP000293671_457575	457575	Bacteria	Rivibacter subsaxonicus	N/A	N/A	None
UP000293719_1852022	1852022	Bacteria	Roseitalea porphyridii	N/A	N/A	None
UP000293764_1259133	1259133	Bacteria	Cellulomonas sp. HLT2-17	N/A	N/A	None
UP000293802_1869227	1869227	Bacteria	bacterium	N/A	N/A	None
UP000293819_2511171	2511171	Bacteria	Sporolactobacillus sp. THM19-2	N/A	N/A	None
UP000293852_228973	228973	Bacteria	Xylanibacterium ulmi	N/A	N/A	None
UP000293861_2021380	2021380	Bacteria	Propionibacteriaceae bacterium	N/A	N/A	None
UP000293865_205332	205332	Bacteria	Agromyces albus	N/A	N/A	None
UP000293874_661488	661488	Bacteria	Pseudobacter ginsenosidimutans	N/A	N/A	None
UP000293887_2528174	2528174	Bacteria	Erythrobacteraceae bacterium CFH 75059	N/A	N/A	None
UP000293889_2507060	2507060	Bacteria	Macrococcus sp. DPC7161	N/A	N/A	None
UP000293901_2511170	2511170	Bacteria	Sporolactobacillus sp. THM7-4	N/A	N/A	None
UP000293926_2510645	2510645	Bacteria	Tropicimonas sp. IMCC6043	N/A	N/A	None
UP000293995_2509458	2509458	Bacteria	Microbacterium protaetiae	N/A	N/A	None
UP000294039_2510111	2510111	Bacteria	Dermacoccus sp. 147Ba	N/A	N/A	None
UP000294096_2510646	2510646	Bacteria	Loktanella sp. IMCC34160	N/A	N/A	None
UP000294141_2026788	2026788	Bacteria	Rickettsiales bacterium	N/A	N/A	None
UP000294192_1937190	1937190	Bacteria	Mycoplasma marinum	N/A	N/A	None
UP000294194_2668039	2668039	Bacteria	Glaciihabitans arcticus	N/A	N/A	None
UP000294200_1245441	1245441	Bacteria	Paraburkholderia steynii	N/A	N/A	None
UP000294257_1872711	1872711	Bacteria	Herbihabitans rhizosphaerae	N/A	N/A	None
UP000294292_417367	417367	Bacteria	Paenisporosarcina antarctica	N/A	N/A	None
UP000294309_2143	2143	Bacteria	Spiroplasma gladiatoris	N/A	N/A	None
UP000294321_1720083	1720083	Bacteria	Acetilactobacillus jinshanensis	N/A	N/A	None
UP000294360_227605	227605	Bacteria	Methylocella tundrae	N/A	N/A	METTU
UP000294360_227605_additional	227605	Bacteria	Methylocella tundrae	N/A	N/A	METTU
UP000294419_2547600	2547600	Bacteria	Chryseobacterium salivictor	N/A	N/A	None
UP000294462_1922217	1922217	Bacteria	Candidatus Erwinia haradaeae	N/A	N/A	None
UP000294464_2126341	2126341	Bacteria	Candidatus Kentron sp. G	N/A	N/A	None
UP000294480_1527608	1527608	Bacteria	Hydromonas duriensis	N/A	N/A	None
UP000294495_2552942	2552942	Bacteria	Boseongicola sp. CCM32	N/A	N/A	None
UP000294498_1539049	1539049	Bacteria	Dinghuibacter silviterrae	N/A	N/A	None
UP000294500_2545719	2545719	Bacteria	Lysobacter sp. N42	N/A	N/A	None
UP000294502_2530388	2530388	Bacteria	Streptomyces sp. 8K308	N/A	N/A	None
UP000294513_2530368	2530368	Bacteria	Actinomadura rubrisoli	N/A	N/A	None
UP000294533_2557994	2557994	Bacteria	Sphingobacterium sp. CZ-2	N/A	N/A	None
UP000294545_680378	680378	Bacteria	Natranaerovirga hydrolytica	N/A	N/A	None
UP000294547_1920512	1920512	Bacteria	Oharaeibacter diazotrophicus	N/A	N/A	None
UP000294555_2529856	2529856	Bacteria	Sodalis sp. 159R	N/A	N/A	None
UP000294558_467091	467091	Bacteria	Ilumatobacter fluminis	N/A	N/A	None
UP000294567_1278232	1278232	Bacteria	Keratinibaculum paraultunense	N/A	N/A	None
UP000294575_1501432	1501432	Bacteria	Thiopseudomonas denitrificans	N/A	N/A	None
UP000294588_2593015	2593015	Bacteria	Candidatus Syntrophosphaera thermopropionivorans	N/A	N/A	None
UP000294593_70586	70586	Bacteria	Aquabacterium commune	N/A	N/A	None
UP000294599_634155	634155	Bacteria	Pseudofulvimonas gallinarii	N/A	N/A	None
UP000294614_1078050	1078050	Bacteria	Seleniivibrio woodruffii	N/A	N/A	None
UP000294616_653929	653929	Bacteria	Albibacterium bauzanense	N/A	N/A	None
UP000294625_2094121	2094121	Bacteria	Treponema sp. J25	N/A	N/A	None
UP000294645_2512118	2512118	Bacteria	Microbacterium sp. BK668	N/A	N/A	None
UP000294650_1324956	1324956	Bacteria	Melghiribacillus thermohalophilus	N/A	N/A	None
UP000294662_2546227	2546227	Bacteria	Antarcticimicrobium sediminis	N/A	N/A	None
UP000294663_2485166	2485166	Bacteria	Neorhizobium sp. S3-V5DH	N/A	N/A	None
UP000294664_933073	933073	Bacteria	Aquabacter spiritensis	N/A	N/A	None
UP000294678_1627895	1627895	Bacteria	Hypnocyclicus thermotrophus	N/A	N/A	None
UP000294692_1917182	1917182	Bacteria	Paracandidimonas soli	N/A	N/A	None
UP000294702_203482	203482	Bacteria	Volucribacter psittacicida	N/A	N/A	None
UP000294739_2530372	2530372	Bacteria	Jiangella asiatica	N/A	N/A	None
UP000294748_2512131	2512131	Bacteria	Sphingomonas sp. BK235	N/A	N/A	None
UP000294777_2304601	2304601	Bacteria	Cardinium endosymbiont of Culicoides punctatus	N/A	N/A	None
UP000294796_453837	453837	Bacteria	Luteimonas aestuarii	N/A	N/A	None
UP000294802_198484	198484	Bacteria	Macrococcus lamae	N/A	N/A	None
UP000294813_35700	35700	Bacteria	Heliophilum fasciatum	N/A	N/A	None
UP000294826_2552945	2552945	Bacteria	Thalassotalea sp. HSM 43	N/A	N/A	None
UP000294829_1549640	1549640	Bacteria	Sapientia aquatica	N/A	N/A	None
UP000294830_979970	979970	Bacteria	Acetobacteroides hydrogenigenes	N/A	N/A	None
UP000294832_552357	552357	Bacteria	Shewanella fodinae	N/A	N/A	None
UP000294841_109472	109472	Bacteria	Bisgaardia hudsonensis	N/A	N/A	None
UP000294850_2541721	2541721	Bacteria	Dyadobacter psychrotolerans	N/A	N/A	None
UP000294853_2518371	2518371	Bacteria	Nocardioides seonyuensis	N/A	N/A	None
UP000294862_328517	328517	Bacteria	Dokdonella fugitiva	N/A	N/A	None
UP000294881_659006	659006	Bacteria	Camelimonas lactis	N/A	N/A	None
UP000294887_634765	634765	Bacteria	Cocleimonas flava	N/A	N/A	None
UP000294894_2518370	2518370	Bacteria	Nocardioides euryhalodurans	N/A	N/A	None
UP000294901_52695	52695	Bacteria	Actinoplanes brasiliensis	N/A	N/A	None
UP000294902_682400	682400	Bacteria	Natranaerovirga pectinivora	N/A	N/A	None
UP000294911_1262583	1262583	Bacteria	Tamaricihabitans halophyticus	N/A	N/A	None
UP000294914_381308	381308	Bacteria	Thiohalophilus thiocyanatoxydans	N/A	N/A	None
UP000294919_2018667	2018667	Bacteria	Marinisporobacter balticus	N/A	N/A	None
UP000294927_502181	502181	Bacteria	Actinophytocola oryzae	N/A	N/A	None
UP000294935_2485113	2485113	Bacteria	Neorhizobium sp. JUb45	N/A	N/A	None
UP000294937_1179467	1179467	Bacteria	Hazenella coriacea	N/A	N/A	None
UP000294980_1132028	1132028	Bacteria	Chromatocurvus halotolerans	N/A	N/A	None
UP000294981_2545247	2545247	Bacteria	Streptomyces sp. KM273126	N/A	N/A	None
UP000294982_1938796	1938796	Bacteria	Paraburkholderia sp. BL10I2N1	N/A	N/A	None
UP000295008_1082276	1082276	Bacteria	Hydrogenispora ethanolica	N/A	N/A	None
UP000295023_2527868	2527868	Bacteria	Paracraurococcus sp. NE82	N/A	N/A	None
UP000295050_992286	992286	Bacteria	Rhodovulum bhavnagarense	N/A	N/A	None
UP000295063_244830	244830	Bacteria	Anaerospora hongkongensis	N/A	N/A	None
UP000295066_1005740	1005740	Bacteria	Aminivibrio pyruvatiphilus	N/A	N/A	None
UP000295096_1442381	1442381	Bacteria	Dankookia rubra	N/A	N/A	None
UP000295097_293089	293089	Bacteria	Martelella mediterranea	N/A	N/A	None
UP000295110_304	304	Bacteria	Pelomonas saccharophila	Pseudomonas saccharophila	N/A	PELSC
UP000295122_1339210	1339210	Bacteria	Enterovirga rhinocerotis	N/A	N/A	None
UP000295124_190195	190195	Bacteria	Kribbella antibiotica	N/A	N/A	None
UP000295129_29545	29545	Bacteria	Azoarcus indigens	N/A	N/A	None
UP000295131_877384	877384	Bacteria	Pseudohoeflea suaedae	N/A	N/A	None
UP000295134_638	638	Bacteria	Arsenophonus nasoniae (son-killer infecting Nasonia vitripennis)	N/A	N/A	None
UP000295135_1914471	1914471	Bacteria	Sulfuritortus calidifontis	N/A	N/A	None
UP000295151_2512212	2512212	Bacteria	Kribbella sp. VKM Ac-2575	N/A	N/A	None
UP000295157_1848320	1848320	Bacteria	Nonomuraea longispora	N/A	N/A	None
UP000295165_948102	948102	Bacteria	Mycobacteroides franklinii	N/A	N/A	None
UP000295172_2530375	2530375	Bacteria	Kribbella turkmenica	N/A	N/A	None
UP000295182_80881	80881	Bacteria	Simplicispira metamorpha	N/A	N/A	None
UP000295188_86956	86956	Bacteria	Pectinatus cerevisiiphilus	N/A	N/A	None
UP000295197_797292	797292	Bacteria	Sphingobacterium alimentarium	N/A	N/A	None
UP000295198_2497878	2497878	Bacteria	Nocardioides guangzhouensis	N/A	N/A	None
UP000295210_768535	768535	Bacteria	Acidipila rosea	N/A	N/A	None
UP000295215_1323422	1323422	Bacteria	Myroides indicus	N/A	N/A	None
UP000295238_2547961	2547961	Bacteria	Rhizobium deserti	N/A	N/A	None
UP000295244_185139	185139	Bacteria	Rubrobacter taiwanensis	N/A	N/A	None
UP000295260_706186	706186	Bacteria	Flavobacterium dankookense	N/A	N/A	None
UP000295277_540251	540251	Bacteria	Rhodovulum steppense	N/A	N/A	None
UP000295281_1605990	1605990	Bacteria	Actinorugispora endophytica	N/A	N/A	None
UP000295293_520092	520092	Bacteria	Tahibacter aquaticus	N/A	N/A	None
UP000295304_1773489	1773489	Bacteria	Varunaivibrio sulfuroxidans	N/A	N/A	None
UP000295305_2512213	2512213	Bacteria	Rhodococcus sp. SMB37	N/A	N/A	None
UP000295319_2485105	2485105	Bacteria	Novosphingobium sp. PhB165	N/A	N/A	None
UP000295324_2546219	2546219	Bacteria	Alteromonadaceae bacterium M269	N/A	N/A	None
UP000295325_1096341	1096341	Bacteria	Fonticella tunisiensis	N/A	N/A	None
UP000295334_2502780	2502780	Bacteria	Flaviaesturariibacter flavus	N/A	N/A	None
UP000295341_381431	381431	Bacteria	Panacagrimonas perspica	N/A	N/A	None
UP000295345_402648	402648	Bacteria	Streptomyces hainanensis	N/A	N/A	None
UP000295346_2530367	2530367	Bacteria	Actinomadura sp. GC306	N/A	N/A	None
UP000295357_582607	582607	Bacteria	Kinneretia asaccharophila	N/A	N/A	None
UP000295361_270368	270368	Bacteria	Paucibacter toxinivorans	N/A	N/A	None
UP000295367_1706046	1706046	Bacteria	Sulfurirhabdus autotrophica	N/A	N/A	None
UP000295370_2485156	2485156	Bacteria	Streptomyces sp. 846.5	N/A	N/A	None
UP000295371_993414	993414	Bacteria	Naumannella halotolerans	N/A	N/A	None
UP000295375_1510150	1510150	Bacteria	Permianibacter aggregans	N/A	N/A	None
UP000295382_29443	29443	Bacteria	Paucimonas lemoignei	Pseudomonas lemoignei	N/A	PAULE
UP000295383_2512149	2512149	Bacteria	Rhizobium sp. BK376	N/A	N/A	None
UP000295388_2512215	2512215	Bacteria	Kribbella sp. VKM Ac-2527	N/A	N/A	None
UP000295399_1188247	1188247	Bacteria	Rhodothalassium salexigens DSM 2132	N/A	N/A	None
UP000295411_2547960	2547960	Bacteria	Arthrobacter crusticola	N/A	N/A	None
UP000295416_442528	442528	Bacteria	Scopulibacillus darangshiensis	N/A	N/A	None
UP000295418_2545760	2545760	Bacteria	Paenibacillus albiflavus	N/A	N/A	None
UP000295431_453573	453573	Bacteria	Actinomadura bangladeshensis	N/A	N/A	None
UP000295443_2528202	2528202	Bacteria	Parasulfuritortus cantonensis	N/A	N/A	None
UP000295444_598644	598644	Bacteria	Labedaea rhizosphaerae	N/A	N/A	None
UP000295453_2502782	2502782	Bacteria	Nocardioides jejuensis	N/A	N/A	None
UP000295455_264023	264023	Bacteria	Mariniflexile fucanivorans	N/A	N/A	None
UP000295468_392009	392009	Bacteria	Zeaxanthinibacter enoshimensis	N/A	N/A	None
UP000295479_2541731	2541731	Bacteria	Flavobacterium cellulosilyticum	N/A	N/A	None
UP000295493_517720	517720	Bacteria	Stakelama pacifica	N/A	N/A	None
UP000295496_53417	53417	Bacteria	Lonepinella koalarum	N/A	N/A	None
UP000295499_425511	425511	Bacteria	Pedobacter duraquae	N/A	N/A	None
UP000295500_433323	433323	Bacteria	Aminicella lysinilytica	N/A	N/A	None
UP000295504_1734049	1734049	Bacteria	Serpentinicella alkaliphila	N/A	N/A	None
UP000295510_360241	360241	Bacteria	Tepidicella xavieri	N/A	N/A	None
UP000295511_2547396	2547396	Bacteria	Arthrobacter terricola	N/A	N/A	None
UP000295515_1796628	1796628	Bacteria	Longibaculum muris	N/A	N/A	None
UP000295518_244584	244584	Bacteria	Mycoplasma testudineum	N/A	N/A	None
UP000295525_627131	627131	Bacteria	Paralcaligenes ureilyticus	N/A	N/A	None
UP000295531_1327752	1327752	Bacteria	Idiomarina aquatica	N/A	N/A	None
UP000295537_271160	271160	Bacteria	Nicoletella semolina	N/A	N/A	None
UP000295555_2530381	2530381	Bacteria	Micromonospora sp. KC723	N/A	N/A	None
UP000295560_401976	401976	Bacteria	Pseudonocardia endophytica	N/A	N/A	None
UP000295565_412034	412034	Bacteria	Celerinatantimonas diazotrophica	N/A	N/A	None
UP000295573_2512217	2512217	Bacteria	Kribbella sp. VKM Ac-2541	N/A	N/A	None
UP000295578_705336	705336	Bacteria	Actinomadura darangshiensis	N/A	N/A	None
UP000295596_2530369	2530369	Bacteria	Actinomadura sp. KC06	N/A	N/A	None
UP000295601_340320	340320	Bacteria	Leucobacter luti	N/A	N/A	None
UP000295611_1144873	1144873	Bacteria	Paludibacterium purpuratum	N/A	N/A	None
UP000295620_425513	425513	Bacteria	Pedobacter metabolipauper	N/A	N/A	None
UP000295623_2530371	2530371	Bacteria	Actinomadura sp. KC345	N/A	N/A	None
UP000295626_1629071	1629071	Bacteria	Micromonospora fluostatini	N/A	N/A	None
UP000295632_1508390	1508390	Bacteria	Aureibacillus halotolerans	N/A	N/A	None
UP000295636_2547395	2547395	Bacteria	Paenibacillus piri	N/A	N/A	None
UP000295645_242606	242606	Bacteria	Luteibacter rhizovicinus	N/A	N/A	None
UP000295657_1521930	1521930	Bacteria	Mesocricetibacter intestinalis	N/A	N/A	None
UP000295658_575256	575256	Bacteria	Thermolongibacillus altinsuensis	N/A	N/A	None
UP000295668_2529274	2529274	Bacteria	Pedobacter changchengzhani	N/A	N/A	None
UP000295678_747076	747076	Bacteria	Tepidamorphus gemmatus	N/A	N/A	None
UP000295680_1213861	1213861	Bacteria	Actinocrispum wychmicini	N/A	N/A	None
UP000295681_1251	1251	Bacteria	Leuconostoc fallax	N/A	N/A	None
UP000295689_279826	279826	Bacteria	Mesobacillus foraminis	N/A	N/A	None
UP000295696_745311	745311	Bacteria	Primorskyibacter sedentarius	N/A	N/A	None
UP000295701_2547833	2547833	Bacteria	Palleronia sediminis	N/A	N/A	None
UP000295706_2070510	2070510	Bacteria	Arundinibacter roseus	N/A	N/A	None
UP000295707_1537524	1537524	Bacteria	Thiogranum longum	N/A	N/A	None
UP000295711_1796636	1796636	Bacteria	Frisingicoccus caecimuris	N/A	N/A	None
UP000295717_127458	127458	Bacteria	Thiobaca trueperi	N/A	N/A	None
UP000295718_1469948	1469948	Bacteria	Kineothrix alysoides	N/A	N/A	None
UP000295719_466109	466109	Bacteria	Biostraticola tofi	N/A	N/A	None
UP000295722_2528715	2528715	Bacteria	Paraburkholderia silviterrae	N/A	N/A	None
UP000295724_644220	644220	Bacteria	Marinicella litoralis	N/A	N/A	None
UP000295741_1086393	1086393	Bacteria	Sediminibacterium goheungense	N/A	N/A	None
UP000295757_171289	171289	Bacteria	Mycoplasmopsis mustelae	N/A	N/A	None
UP000295763_1521931	1521931	Bacteria	Cricetibacter osteomyelitidis	N/A	N/A	None
UP000295765_1133106	1133106	Bacteria	Plasticicumulans lactativorans	N/A	N/A	None
UP000295783_578943	578943	Bacteria	Dongia mobilis	N/A	N/A	None
UP000295788_1281767	1281767	Bacteria	Tepidibacillus fermentans	N/A	N/A	None
UP000295793_230495	230495	Bacteria	Reinekea marinisedimentorum	N/A	N/A	None
UP000295799_2512125	2512125	Bacteria	Rhizobium sp. BK251	N/A	N/A	None
UP000295807_496056	496056	Bacteria	Anseongella ginsenosidimutans	N/A	N/A	None
UP000295820_2512214	2512214	Bacteria	Kribbella sp. VKM Ac-2500	N/A	N/A	None
UP000295832_46469	46469	Bacteria	Orenia marismortui	N/A	N/A	None
UP000296144_2044610	2044610	Bacteria	Candidatus Pantoea edessiphila	N/A	N/A	None
UP000296209_2565366	2565366	Bacteria	Arthrobacter sp. PAMC25564	N/A	N/A	None
UP000296284_2562449	2562449	Bacteria	Citrobacter tructae	N/A	N/A	None
UP000296352_2488819	2488819	Bacteria	Corynebacterium endometrii	N/A	N/A	None
UP000296469_2566013	2566013	Bacteria	Cellulomonas shaoxiangyii	N/A	N/A	None
UP000296862_2518177	2518177	Bacteria	Flavobacterium sangjuense	N/A	N/A	None
UP000297025_402297	402297	Bacteria	Nocardioides daphniae	N/A	N/A	None
UP000297111_1909293	1909293	Bacteria	Acetobacteraceae bacterium	N/A	N/A	None
UP000297248_1812349	1812349	Bacteria	Mucilaginibacter phyllosphaerae	N/A	N/A	None
UP000297258_2562153	2562153	Bacteria	Massilia horti	N/A	N/A	None
UP000297318_1655435	1655435	Bacteria	Serinibacter arcticus	N/A	N/A	None
UP000297339_455343	455343	Bacteria	Micrococcus endophyticus	N/A	N/A	None
UP000297351_2561925	2561925	Bacteria	Brevundimonas sp. S30B	N/A	N/A	None
UP000297357_400837	400837	Bacteria	Paracoccus sp. DMF	N/A	N/A	None
UP000297375_2560027	2560027	Bacteria	Desulfosporosinus sp. Sb-LF	N/A	N/A	None
UP000297407_2562683	2562683	Bacteria	Flavobacterium humi	N/A	N/A	None
UP000297454_72026	72026	Bacteria	Helcococcus ovis	N/A	N/A	None
UP000297458_2555897	2555897	Bacteria	Jeotgalibacillus sp. R-1-5s-1	N/A	N/A	None
UP000297475_2759953	2759953	Bacteria	Natronospirillum operosum	N/A	N/A	None
UP000297483_1778437	1778437	Bacteria	Gammaproteobacteria bacterium LSUCC0112	N/A	N/A	None
UP000297497_2552981	2552981	Bacteria	Candidatus Marinimicrobia bacterium MT.SAG.4	N/A	N/A	None
UP000297540_1524096	1524096	Bacteria	Mucilaginibacter psychrotolerans	N/A	N/A	None
UP000297564_1781167	1781167	Bacteria	Ramlibacter rhizophilus	N/A	N/A	None
UP000297593_2560021	2560021	Bacteria	Microbacterium sp. dk485	N/A	N/A	None
UP000297597_258475	258475	Bacteria	Pelotomaculum propionicicum	N/A	N/A	None
UP000297602_2558281	2558281	Bacteria	Gemella sp. WT2a	N/A	N/A	None
UP000297607_2559610	2559610	Bacteria	Geodermatophilus sp. DF01_2	N/A	N/A	None
UP000297619_2555643	2555643	Bacteria	Psychromonas sp. RZ22	N/A	N/A	None
UP000297635_2530391	2530391	Bacteria	Duncaniella freteri	N/A	N/A	None
UP000297640_232348	232348	Bacteria	Synechococcus sp. CB0101	N/A	N/A	None
UP000297647_2562278	2562278	Bacteria	Algoriphagus kandeliae	N/A	N/A	None
UP000297691_2559236	2559236	Bacteria	Streptomyces sp. MZ04	N/A	N/A	None
UP000297714_642589	642589	Bacteria	Caproiciproducens galactitolivorans	N/A	N/A	None
UP000297737_2511025	2511025	Bacteria	Polymorphobacter arshaanensis	N/A	N/A	None
UP000297740_2528208	2528208	Bacteria	Lewinella sp. W8	N/A	N/A	None
UP000297774_2552982	2552982	Bacteria	Candidatus Marinimicrobia bacterium MT.SAG.3	N/A	N/A	None
UP000297781_2559607	2559607	Bacteria	Blastococcus sp. CT_GayMR16	N/A	N/A	None
UP000297787_2552984	2552984	Bacteria	Candidatus Atribacteria bacterium MT.SAG.1	N/A	N/A	None
UP000297806_2561929	2561929	Bacteria	Oxalobacteraceae bacterium OM1	N/A	N/A	None
UP000297826_2560059	2560059	Bacteria	Streptomyces sp. T1317-0309	N/A	N/A	None
UP000297836_2559609	2559609	Bacteria	Blastococcus sp. CT_GayMR20	N/A	N/A	None
UP000297839_2530451	2530451	Bacteria	Ramlibacter humi	N/A	N/A	None
